problem,golden_answer,language
"In the Python script using pytube, what file format are the YouTube audio streams converted to?",MP4 format.,English
Microsoft Word 2019中A4页面的默认边距大小是多少？,All sides are 1 inch (2.54 cm).,Chinese
What is the return type of the LINQ method 'Where' in C#?,IEnumerable<T>.,English
"В JavaScript, когда на элементе происходит указанное событие, какой метод используется для выполнения функции или передачи строки кода JavaScript?",addEventListener,Russian
在MATLAB中，什么函数可以确保数组索引是正整数？,floor,Chinese
"Какая функция JavaScript может преобразовывать строки в числа, а любые не цифровые строки - в NAN?",Number(),Russian
"When decoding the packet header in the provided Python code, which struct format character is used to unpack the APID, sequence count, and packet length from two bytes?",`H`,English
"In Python, which method from the tkinter filedialog module is used to open a file dialog for selecting a binary file?",askopenfilename(),English
OpenVPN 配置中默认指定哪种协议来传输数据？,UDP,Chinese
"In Keras, can an optimizer is used by default when compiling a model if none is specified?",No,English
在Dockerfile中使用COPY命令时，谁来确定复制文件的目标目录？,user,Chinese
What is the default z-index value for positioned elements in CSS that don't specify a z-index?,auto,English
"In Jest, which method is used to assert that the length of an array is equal to a specific number?",toHaveLength,English
在Python 3.8中，哪个模块提供了操纵终端窗口显示大小的方法？,curses,Chinese
在APDL中，使用什么命令来定义适用于平面应力分析的平面图元类型？,ET,Chinese
"In PHP, which HTTP method(s) are allowed in the register_rest_route function for the postTransaction endpoint?",POST.,English
Which VBA object in PowerPoint is used to manipulate the text within a text box on a slide?,TextRange,English
在管道性能优化中，什么方法可以通过将瓶颈阶段划分为更小的部分来解决瓶颈阶段？,Pipeline Partitioning,Chinese
"In Excel, which function allows the evaluation of multiple conditions to return corresponding values?",IFS,English
Which method in the Gradio library is typically used to launch a simple user interface for interacting with a machine learning model?,Interface(),English
根据SQL/JSON标准，PostgreSQL从哪个版本开始支持JSON_TABLE函数？,16,Chinese
C++中使用什么函数来执行外部命令并读取其输出？,popen,Chinese
"In VBA for PowerPoint, which method is typically used to add a new slide to an existing presentation?",AddSlide,English
"What software allows the creation and play of virtual organs using sample sets, commonly referred to in organ simulation?",Hauptwerk,English
当使用8位字段控制灯时，其中3位用于管理状态，每组可以控制的最大灯数是多少？,32,Chinese
在MATLAB中，哪个函数可用于使用离散点绘制频率分量的幅度？,fft,Chinese
С помощью какой утилиты из пакета xmacro можно сохранять мышиные и клавиатурные действия в файл?,xmacrorec2,Russian
Какой метод контроллера в ASP.NET Core Razor Pages используется для выхода из системы?,SignOutAsync,Russian
使用什么软件对Micro850 PLC进行编程？,Connected Components Workbench (CCW),Chinese
What function in Pygame would you use to update the contents of the entire display?,pygame.display.update(),English
What Google-provided tool is essential for creating a new Gmail extension when automating email alerts?,Google Apps Script,English
